"Taxa","Year","Rep","r1","r2","r3","r4","r5","r6","Amylose","Fat","Cal.g","Starch","Protein"
"PI656010","2013","2",0,1,0,0,0,0,18,3.15,4134,68.9,12.07
"PI656011","2013","2",0,1,0,0,0,0,17.7,2,4041,69.6,9.39
"PI656012","2013","2",0,1,0,0,0,0,15.3,2.73,4086,70.6,11.11
"PI656013","2013","2",0,1,0,0,0,0,15.8,3.64,4138,68,9.82
"PI656014","2013","2",0,1,0,0,0,0,19.2,3.42,4165,67.6,12.51
"PI656015","2013","2",0,1,0,0,0,0,14.9,2.56,4099,69.4,11.89
"PI656016","2013","2",0,1,0,0,0,0,17,2.76,4093,69.6,11.21
"PI656017","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656018","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656019","2013","2",0,1,0,0,0,0,16.4,2.1,4070,71.9,10.85
"PI656020","2013","2",0,1,0,0,0,0,15.7,2.93,4145,65.7,14.49
"PI656021","2013","2",0,1,0,0,0,0,16.2,2.66,4121,67.9,12.42
"PI656022","2013","2",0,1,0,0,0,0,6.3,3.23,4139,66.9,13.12
"PI656023","2013","2",0,1,0,0,0,0,19,3.01,4080,72.1,9.25
"PI656024","2013","2",0,1,0,0,0,0,14.1,2.46,4049,69.1,9.71
"PI656025","2013","2",0,1,0,0,0,0,17.7,3.07,4112,68.9,9.93
"PI656026","2013","2",0,1,0,0,0,0,16.8,2.56,4070,71,10.71
"PI656027","2013","2",0,1,0,0,0,0,18.5,1.6,3999,72.4,10.25
"PI656028","2013","2",0,1,0,0,0,0,17.7,2.1,4071,68.9,11.82
"PI656029","2013","2",0,1,0,0,0,0,15.9,3.6,4160,65.5,12.24
"PI656030","2013","2",0,1,0,0,0,0,17.7,2.08,4116,69.2,13.31
"PI656031","2013","2",0,1,0,0,0,0,17.1,2.43,4065,68.9,12.06
"PI656032","2013","2",0,1,0,0,0,0,17.2,2.92,4105,69.5,10.06
"PI656033","2013","2",0,1,0,0,0,0,10.9,2.37,4048,72,10.79
"PI656034","2013","2",0,1,0,0,0,0,16.6,2.11,4029,72.5,9.53
"PI656035","2013","2",0,1,0,0,0,0,16.4,2.84,4116,67,13.23
"PI656036","2013","2",0,1,0,0,0,0,16.3,2.14,4035,71.1,9.38
"PI656037","2013","2",0,1,0,0,0,0,16.1,1.94,4040,70.2,10.02
"PI656038","2013","2",0,1,0,0,0,0,17.6,2.21,4075,71.3,9.47
"PI656039","2013","2",0,1,0,0,0,0,15.7,1.7,4054,70.4,12.18
"PI656040","2013","2",0,1,0,0,0,0,13.2,2.3,4072,70.7,12.17
"PI656041","2013","2",0,1,0,0,0,0,16,2.13,4057,69.7,12.17
"PI656043","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656044","2013","2",0,1,0,0,0,0,17,1.97,4009,72.9,8.39
"PI656046","2013","2",0,1,0,0,0,0,13.4,3.7,4182,64.7,13.53
"PI656047","2013","2",0,1,0,0,0,0,12.7,2.07,4040,69.8,11.41
"PI656048","2013","2",0,1,0,0,0,0,16.2,1.78,4015,73.3,9.78
"PI656049","2013","2",0,1,0,0,0,0,16.2,3.12,4122,70.3,11.6
"PI656050","2013","2",0,1,0,0,0,0,18.5,2.61,4083,70.3,11
"PI656051","2013","2",0,1,0,0,0,0,16.8,2.42,4058,69.7,9.52
"PI656052","2013","2",0,1,0,0,0,0,13.5,2.44,4066,68,10.68
"PI656053","2013","2",0,1,0,0,0,0,15.1,2.96,4125,67.8,11.98
"PI656054","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656055","2013","2",0,1,0,0,0,0,20,3.04,4140,67.8,12.95
"PI656056","2013","2",0,1,0,0,0,0,19.2,3.78,4218,67.2,12.5
"PI656057","2013","2",0,1,0,0,0,0,17,1.84,4048,72.3,10.48
"PI656058","2013","2",0,1,0,0,0,0,13.8,3.09,4106,70.6,10.81
"PI656059","2013","2",0,1,0,0,0,0,19.4,2.76,4129,67.8,13.48
"PI656060","2013","2",0,1,0,0,0,0,16,2.62,4089,69.7,11.5
"PI656061","2013","2",0,1,0,0,0,0,12.3,2.42,4059,72.2,9.88
"PI656062","2013","2",0,1,0,0,0,0,14.7,2.45,4051,66.3,10.38
"PI656063","2013","2",0,1,0,0,0,0,15.1,2.94,4116,67.7,11.48
"PI656065","2013","2",0,1,0,0,0,0,15.5,2.62,4101,66.9,11.14
"PI656066","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656068","2013","2",0,1,0,0,0,0,17.6,2.7,4097,68.9,11.62
"PI656069","2013","2",0,1,0,0,0,0,13.4,2.05,4067,69.5,11.54
"PI656070","2013","2",0,1,0,0,0,0,19,2.71,4125,68.1,12.71
"PI656071","2013","2",0,1,0,0,0,0,12.9,2.76,4052,71.1,8.63
"PI656072","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656074","2013","2",0,1,0,0,0,0,13.6,2.58,4047,65.5,10.44
"PI656075","2013","2",0,1,0,0,0,0,19.1,2.87,4114,66.1,12.62
"PI656076","2013","2",0,1,0,0,0,0,15,2.34,4094,69.1,12.9
"PI656077","2013","2",0,1,0,0,0,0,19,2.72,4132,67.6,12.65
"PI656078","2013","2",0,1,0,0,0,0,15.5,3.43,4201,66.4,16.16
"PI656079","2013","2",0,1,0,0,0,0,20.4,3.3,4162,69.9,11.73
"PI656080","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656082","2013","2",0,1,0,0,0,0,16.4,2.84,4142,64.5,13.08
"PI656083","2013","2",0,1,0,0,0,0,16.8,3.32,4170,64.8,14.14
"PI656085","2013","2",0,1,0,0,0,0,15.4,2.6,4055,68.7,9.36
"PI656086","2013","2",0,1,0,0,0,0,14.5,2.64,4141,65.9,13.08
"PI656087","2013","2",0,1,0,0,0,0,19,2.21,4102,67,12.93
"PI656088","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656089","2013","2",0,1,0,0,0,0,12.9,3.33,4139,67,12.64
"PI656090","2013","2",0,1,0,0,0,0,16.7,4.32,4217,66.4,12.36
"PI656091","2013","2",0,1,0,0,0,0,12.8,1.36,4021,69.5,12.4
"PI656092","2013","2",0,1,0,0,0,0,12.4,2.65,4092,66.3,11.99
"PI656093","2013","2",0,1,0,0,0,0,15.7,3.58,4133,68.2,12.36
"PI656094","2013","2",0,1,0,0,0,0,15.4,2.64,4100,66.9,11.36
"PI656095","2013","2",0,1,0,0,0,0,15,3.37,4173,65.5,13.59
"PI656096","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656097","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656098","2013","2",0,1,0,0,0,0,17.5,2.39,4113,69.1,11.69
"PI656099","2013","2",0,1,0,0,0,0,16.8,1.8,4059,71.6,12.39
"PI656100","2013","2",0,1,0,0,0,0,11.9,2.46,4062,72.3,11.86
"PI656101","2013","2",0,1,0,0,0,0,16.8,2.6,4112,68.4,12.29
"PI656102","2013","2",0,1,0,0,0,0,18.9,2.97,4124,69.2,11.52
"PI656103","2013","2",0,1,0,0,0,0,14.9,3.59,4143,66,10.7
"PI656104","2013","2",0,1,0,0,0,0,21.7,3.02,4198,64.8,12.31
"PI656105","2013","2",0,1,0,0,0,0,18.7,2.24,4090,69.7,9.42
"PI656107","2013","2",0,1,0,0,0,0,17.2,2.32,4081,68.7,10.75
"PI656108","2013","2",0,1,0,0,0,0,18.3,3.33,4155,65.7,12.3
"PI656109","2013","2",0,1,0,0,0,0,14.7,3.17,4156,60.4,12.67
"PI656110","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656111","2013","2",0,1,0,0,0,0,15.4,2.57,4071,71.8,9.66
"PI656112","2013","2",0,1,0,0,0,0,13,1.89,4107,63.2,15.42
"PI656113","2013","2",0,1,0,0,0,0,11,5.37,4335,60.1,16.11
"PI656114","2013","2",0,1,0,0,0,0,16.5,2.83,4102,68.9,11.8
"PI656115","2013","2",0,1,0,0,0,0,18.4,3.33,4170,67.1,14.56
"PI656116","2013","2",0,1,0,0,0,0,18.9,2.22,4102,67.2,12.14
"PI656117","2013","2",0,1,0,0,0,0,NA,NA,NA,NA,NA
"PI656118","2013","2",0,1,0,0,0,0,19,2.32,4103,66.7,11.94
"PI656119","2013","2",0,1,0,0,0,0,20.4,1.74,4048,71.5,11.05
"PI656120","2013","2",0,1,0,0,0,0,14.2,1.65,4015,72.7,10.87
"PI656121","2013","2",0,1,0,0,0,0,17.1,2.66,4120,67.7,11.48
"PI659691","2013","2",0,1,0,0,0,0,19.9,2.33,4068,69.2,11.62
"PI659695","2013","2",0,1,0,0,0,0,15.3,2.35,4088,69.8,11.73
"PI659696","2013","2",0,1,0,0,0,0,13.5,1.99,4024,70.6,8.79
"PI659753","2013","2",0,1,0,0,0,0,14.5,2.77,4064,71.8,9.45
"PI152651","2014","1",0,0,1,0,0,0,12.74,2.32,4053.9,73.24,9.64
"PI17548","2014","1",0,0,1,0,0,0,12.62,3.71,4207.7,65.75,11.28
"PI24969","2014","1",0,0,1,0,0,0,8.39,2.89,4086.3,70.48,10.8
"PI329435","2014","1",0,0,1,0,0,0,10.96,2.7,4158.1,65.4,14.37
"PI329440","2014","1",0,0,1,0,0,0,11.95,2.84,4135.6,67.62,12.79
"PI34911","2014","1",0,0,1,0,0,0,11.9,2.24,4082,71.1,11.57
"PI35038","2014","1",0,0,1,0,0,0,11.57,3.87,4256.3,63.31,13.46
"PI48770","2014","1",0,0,1,0,0,0,11.01,2.62,4144.7,65.84,14.62
"PI533750","2014","1",0,0,1,0,0,0,13.08,2.89,4198.5,66.68,16.12
"PI533752","2014","1",0,0,1,0,0,0,15.04,2.83,4198.5,63.58,14.97
"PI533754","2014","1",0,0,1,0,0,0,14.73,3.62,4273.9,64.46,15.98
"PI533755","2014","1",0,0,1,0,0,0,9.91,2.64,4130.8,64.82,13.66
"PI533757","2014","1",0,0,1,0,0,0,14.43,1.89,4079.1,66.17,12.38
"PI533758","2014","1",0,0,1,0,0,0,16.21,1.43,4085.8,63.85,13.04
"PI533759","2014","1",0,0,1,0,0,0,19.56,2.17,4126.2,69.88,12.77
"PI533760","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI533761","2014","1",0,0,1,0,0,0,10.09,2.96,4156.7,66.67,12.75
"PI533762","2014","1",0,0,1,0,0,0,13.58,1.49,4106.5,65.61,15.46
"PI533766","2014","1",0,0,1,0,0,0,13.44,2.88,4141.4,67.87,12.7
"PI533769","2014","1",0,0,1,0,0,0,12.17,3.13,4216.6,66.59,15.29
"PI533776","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI533785","2014","1",0,0,1,0,0,0,13.59,2.64,4153.6,68.53,13.23
"PI533788","2014","1",0,0,1,0,0,0,13.09,2.14,4096.7,65.29,13.58
"PI533789","2014","1",0,0,1,0,0,0,17.62,2.22,4155.9,64.51,14.21
"PI533792","2014","1",0,0,1,0,0,0,13,2.06,4095.1,70.24,12.1
"PI533794","2014","1",0,0,1,0,0,0,12.13,2.66,4163.2,65.61,15.11
"PI533799","2014","1",0,0,1,0,0,0,11.84,2.05,4135.7,68.84,14.22
"PI533800","2014","1",0,0,1,0,0,0,13.51,2.44,4161.1,66,14.09
"PI533807","2014","1",0,0,1,0,0,0,14.96,1.93,4087.7,69.49,11.79
"PI533810","2014","1",0,0,1,0,0,0,7.71,2.8,4144.8,67.63,12.82
"PI533814","2014","1",0,0,1,0,0,0,9.98,2.76,4135.9,68.25,13.16
"PI533821","2014","1",0,0,1,0,0,0,16.62,2.17,4172.4,64.13,14.31
"PI533822","2014","1",0,0,1,0,0,0,16.71,2.04,4132.3,69.76,13.9
"PI533824","2014","1",0,0,1,0,0,0,14.3,3.4,4248.4,63.85,14.98
"PI533830","2014","1",0,0,1,0,0,0,10.79,2.89,4152,67.11,11.94
"PI533831","2014","1",0,0,1,0,0,0,4.02,2.68,4125.4,65.25,13.93
"PI533833","2014","1",0,0,1,0,0,0,18.33,1.37,4109.7,64.84,13.84
"PI533838","2014","1",0,0,1,0,0,0,12.31,2.18,4076.1,67.47,12.2
"PI533839","2014","1",0,0,1,0,0,0,13.8,2.46,4188,68.36,16.95
"PI533841","2014","1",0,0,1,0,0,0,15.92,2.35,4094.4,69.24,12.23
"PI533842","2014","1",0,0,1,0,0,0,11.84,2.5,4114.4,68.32,13.09
"PI533843","2014","1",0,0,1,0,0,0,13.09,2.75,4110.4,71.84,11.42
"PI533845","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI533852","2014","1",0,0,1,0,0,0,6.91,3.12,4168.8,66.03,13.96
"PI533855","2014","1",0,0,1,0,0,0,13.07,2.92,4172.3,65.28,14.41
"PI533856","2014","1",0,0,1,0,0,0,11.8,2.66,4112.2,70.13,11.84
"PI533863","2014","1",0,0,1,0,0,0,12.79,2.73,4170.2,65.63,13.96
"PI533866","2014","1",0,0,1,0,0,0,7.77,2.38,4093.8,68.55,12.99
"PI533869","2014","1",0,0,1,0,0,0,11.95,1.99,4063.2,69,12.02
"PI533871","2014","1",0,0,1,0,0,0,11.87,2.87,4117.7,68.04,11.59
"PI533876","2014","1",0,0,1,0,0,0,14.19,2.68,4105.7,69.56,11.5
"PI533877","2014","1",0,0,1,0,0,0,15.89,2.16,4111.1,69.78,12.28
"PI533878","2014","1",0,0,1,0,0,0,10.8,1.88,4051.1,70.17,11.59
"PI533882","2014","1",0,0,1,0,0,0,7.41,2.66,4107,67.29,12.25
"PI533901","2014","1",0,0,1,0,0,0,12.62,2.58,4123.7,66.48,12.31
"PI533902","2014","1",0,0,1,0,0,0,10.44,3.58,4205.6,69.9,14.12
"PI533903","2014","1",0,0,1,0,0,0,11.23,3.35,4193.7,66.72,13.24
"PI533910","2014","1",0,0,1,0,0,0,12.47,3.02,4174.5,65.71,12.78
"PI533911","2014","1",0,0,1,0,0,0,12.35,3.05,4181,62.77,13.53
"PI533912","2014","1",0,0,1,0,0,0,4.69,2.4,4116.4,64.41,12.98
"PI533913","2014","1",0,0,1,0,0,0,14.74,3.83,4179.7,66.04,10.4
"PI533915","2014","1",0,0,1,0,0,0,13.05,2.67,4215.1,66.46,17.25
"PI533919","2014","1",0,0,1,0,0,0,16.77,2.48,4239,61.79,15.93
"PI533924","2014","1",0,0,1,0,0,0,14.51,3.33,4200.1,68.66,12.82
"PI533927","2014","1",0,0,1,0,0,0,14.3,2.25,4167.1,62.32,14.14
"PI533936","2014","1",0,0,1,0,0,0,16.92,3.18,4185.3,67.1,12.2
"PI533937","2014","1",0,0,1,0,0,0,9.84,2.05,4054.3,73.4,9.97
"PI533938","2014","1",0,0,1,0,0,0,11.39,2.42,4144.8,66.85,13.76
"PI533939","2014","1",0,0,1,0,0,0,13.97,2.79,4158.8,67.36,12.45
"PI533940","2014","1",0,0,1,0,0,0,12.53,3.52,4215,66.62,14.31
"PI533943","2014","1",0,0,1,0,0,0,15.86,2.88,4172.8,68.19,13.89
"PI533948","2014","1",0,0,1,0,0,0,15.92,2.36,4145.5,67.84,14.01
"PI533949","2014","1",0,0,1,0,0,0,11.41,3.27,4165.3,66.37,13.15
"PI533954","2014","1",0,0,1,0,0,0,14.44,3.27,4236,67.97,14.75
"PI533955","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI533956","2014","1",0,0,1,0,0,0,15.34,2.63,4150.4,69.71,12.26
"PI533957","2014","1",0,0,1,0,0,0,14.24,2.19,4130.6,65.87,13.66
"PI533961","2014","1",0,0,1,0,0,0,15.93,2,4081.6,69.88,10.53
"PI533962","2014","1",0,0,1,0,0,0,14.73,1.26,4047.2,69.81,12.25
"PI533964","2014","1",0,0,1,0,0,0,12.55,3.12,4143.9,67.78,12.3
"PI533965","2014","1",0,0,1,0,0,0,9.98,2.85,4151.1,66.4,13.23
"PI533967","2014","1",0,0,1,0,0,0,13.46,2.1,4104.3,68.75,12.27
"PI533970","2014","1",0,0,1,0,0,0,15.52,2.15,4114.2,69.52,12.12
"PI533972","2014","1",0,0,1,0,0,0,17.27,2.01,4130.9,65.34,12.69
"PI533976","2014","1",0,0,1,0,0,0,12.7,3.95,4276.7,63.91,14.53
"PI533979","2014","1",0,0,1,0,0,0,15.6,2.92,4146.8,69.92,11.96
"PI533980","2014","1",0,0,1,0,0,0,14,2.78,4153.2,68.19,13.51
"PI533985","2014","1",0,0,1,0,0,0,15.83,2.23,4103.4,68.84,12.53
"PI533986","2014","1",0,0,1,0,0,0,13.72,3.22,4162.9,67.43,12.37
"PI533987","2014","1",0,0,1,0,0,0,13.76,2.11,4080.1,69.53,11.91
"PI533989","2014","1",0,0,1,0,0,0,12.11,1.98,4077.2,68.22,12.57
"PI533991","2014","1",0,0,1,0,0,0,16.23,2.37,4167.9,66.73,14.95
"PI533996","2014","1",0,0,1,0,0,0,14.06,2.96,4204.1,67.96,13.81
"PI533997","2014","1",0,0,1,0,0,0,15.82,2.36,4097,72.73,12.11
"PI534009","2014","1",0,0,1,0,0,0,12.66,2.86,4138.8,69.43,12.01
"PI534021","2014","1",0,0,1,0,0,0,11.4,2.13,4068.7,71.8,11.66
"PI534028","2014","1",0,0,1,0,0,0,9.31,3.35,4220.7,67.25,14.36
"PI534037","2014","1",0,0,1,0,0,0,15.74,2.37,4099.1,70.57,13.07
"PI534046","2014","1",0,0,1,0,0,0,15.65,2.9,4145.5,64.87,12.68
"PI534053","2014","1",0,0,1,0,0,0,11.6,2.49,4099.2,70.51,12.01
"PI534054","2014","1",0,0,1,0,0,0,12.8,2.37,4159.6,66.23,14.31
"PI534063","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI534070","2014","1",0,0,1,0,0,0,11.94,2.58,4136.9,69.63,12.56
"PI534075","2014","1",0,0,1,0,0,0,10.93,2.84,4109.5,68.49,12.21
"PI534079","2014","1",0,0,1,0,0,0,10.78,2.23,4082.9,70.08,12.48
"PI534088","2014","1",0,0,1,0,0,0,12.81,2.86,4132,69.03,12.03
"PI534092","2014","1",0,0,1,0,0,0,11.27,2.06,4092.6,68.46,13.18
"PI534096","2014","1",0,0,1,0,0,0,5.81,3.73,4217.9,65.17,15.26
"PI534097","2014","1",0,0,1,0,0,0,11.57,2.84,4150.6,69.7,13.24
"PI534099","2014","1",0,0,1,0,0,0,12.94,1.85,4071.6,70.58,12.3
"PI534101","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI534105","2014","1",0,0,1,0,0,0,16.17,1.6,4070.1,70.55,11.96
"PI534108","2014","1",0,0,1,0,0,0,13.9,2.59,4130.8,68.16,12.33
"PI534112","2014","1",0,0,1,0,0,0,12.52,1.99,4092.4,68.65,11.2
"PI534114","2014","1",0,0,1,0,0,0,15.85,2.18,4112.3,68.57,11.27
"PI534115","2014","1",0,0,1,0,0,0,14.68,1.87,4092.9,69.55,12.87
"PI534116","2014","1",0,0,1,0,0,0,15.57,3.84,4228.3,66.61,11.76
"PI534117","2014","1",0,0,1,0,0,0,17.01,2.92,4221.5,65.66,14.2
"PI534123","2014","1",0,0,1,0,0,0,15.2,3.26,4216.2,65.62,13.2
"PI534124","2014","1",0,0,1,0,0,0,14.56,3.5,4240.5,64.73,13.82
"PI534127","2014","1",0,0,1,0,0,0,13.78,3.24,4215.5,64.82,14.72
"PI534128","2014","1",0,0,1,0,0,0,7.5,2.57,4141.5,66.31,14.66
"PI534132","2014","1",0,0,1,0,0,0,12.84,2.1,4091.8,69.54,12.2
"PI534133","2014","1",0,0,1,0,0,0,11.24,3.47,4197.3,66.42,13.6
"PI534135","2014","1",0,0,1,0,0,0,11.46,3.1,4171.4,66.71,14.19
"PI534137","2014","1",0,0,1,0,0,0,8.89,2.97,4101.6,70.12,11.81
"PI534138","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI534139","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI534144","2014","1",0,0,1,0,0,0,14.6,3.55,4245.3,62.38,13.88
"PI534145","2014","1",0,0,1,0,0,0,16.37,2.21,4122.3,69.24,15.05
"PI534148","2014","1",0,0,1,0,0,0,7.02,2.83,4152.3,66.52,13.14
"PI534155","2014","1",0,0,1,0,0,0,17.3,2.42,4207.4,65.78,14.28
"PI534157","2014","1",0,0,1,0,0,0,11.25,2.66,4144.3,67.98,13.36
"PI534163","2014","1",0,0,1,0,0,0,16.49,2.64,4115.2,65.37,11.89
"PI534167","2014","1",0,0,1,0,0,0,12.9,2.58,4215.8,66.13,15.33
"PI540816","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI542406","2014","1",0,0,1,0,0,0,16.28,3.8,4261.5,61.81,13.8
"PI542718","2014","1",0,0,1,0,0,0,12.35,3.71,4223,64.71,13.68
"PI548797","2014","1",0,0,1,0,0,0,16.52,2.11,4119.1,69.8,13.29
"PI552856","2014","1",0,0,1,0,0,0,11.87,3.17,4169.7,65.83,14.72
"PI552861","2014","1",0,0,1,0,0,0,8.57,2.49,4086.1,69.74,11.75
"PI561071","2014","1",0,0,1,0,0,0,10.62,2.28,4071.5,71.84,11.5
"PI561072","2014","1",0,0,1,0,0,0,-1.41,2.85,4129,65.44,12.71
"PI561073","2014","1",0,0,1,0,0,0,7.95,2.53,4100.6,68.65,11.7
"PI561472","2014","1",0,0,1,0,0,0,12.22,2.51,4086.6,68.19,12.59
"PI564163","2014","1",0,0,1,0,0,0,9.91,2.56,4083.6,71.69,9.95
"PI564164","2014","1",0,0,1,0,0,0,11.47,1.86,4104.7,68.79,13.92
"PI564165","2014","1",0,0,1,0,0,0,11.43,2.5,4153.5,67.21,14.38
"PI565121","2014","1",0,0,1,0,0,0,12.21,1.64,4033.8,70.21,10.88
"PI566819","2014","1",0,0,1,0,0,0,13.06,3.36,4215.1,63.42,13.54
"PI576130","2014","1",0,0,1,0,0,0,11.41,2.27,4064.4,70.13,11.41
"PI576332","2014","1",0,0,1,0,0,0,15.63,3.54,4212,67.44,12.58
"PI576333","2014","1",0,0,1,0,0,0,10.57,2.32,4074.2,72.21,11.68
"PI576339","2014","1",0,0,1,0,0,0,12.39,2.77,4119.8,70.61,12.89
"PI576340","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI576345","2014","1",0,0,1,0,0,0,13.23,2.6,4129.6,70.4,11.84
"PI576347","2014","1",0,0,1,0,0,0,13.79,3.24,4186,65.97,14.08
"PI576348","2014","1",0,0,1,0,0,0,14.79,5.29,4343.9,64.95,13.25
"PI576349","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI576350","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI576352","2014","1",0,0,1,0,0,0,15.5,2.86,4214.9,65.74,14.59
"PI576359","2014","1",0,0,1,0,0,0,9.29,4.04,4208.1,67.65,13.41
"PI576364","2014","1",0,0,1,0,0,0,16.07,2.72,4158.8,66.95,11.67
"PI576366","2014","1",0,0,1,0,0,0,15.11,2.36,4194.6,65.79,14.41
"PI576373","2014","1",0,0,1,0,0,0,13.95,2.25,4123,69.15,12.62
"PI576375","2014","1",0,0,1,0,0,0,15.49,1.78,4112.1,68.53,13.53
"PI576376","2014","1",0,0,1,0,0,0,8.78,3.02,4195,63.08,16.03
"PI576380","2014","1",0,0,1,0,0,0,10.41,2.33,4100.9,68.96,12.48
"PI576381","2014","1",0,0,1,0,0,0,14.01,2.14,4153.1,67.34,14.18
"PI576385","2014","1",0,0,1,0,0,0,5.49,2.45,4127.9,66.31,14.45
"PI576386","2014","1",0,0,1,0,0,0,8.84,2.61,4159.3,65.97,13.34
"PI576387","2014","1",0,0,1,0,0,0,14.78,2.5,4121.5,69.05,13.72
"PI576390","2014","1",0,0,1,0,0,0,12.46,2.56,4142.5,66.67,13.48
"PI576391","2014","1",0,0,1,0,0,0,10.88,3.26,4195.5,64.72,14.15
"PI576393","2014","1",0,0,1,0,0,0,17.8,2.08,4135.7,67.83,12.09
"PI576394","2014","1",0,0,1,0,0,0,13.04,4.12,4262.2,67.56,14.84
"PI576396","2014","1",0,0,1,0,0,0,11.97,2.57,4136.5,66.15,12.23
"PI576399","2014","1",0,0,1,0,0,0,13.35,2.77,4125.2,70.54,10.3
"PI576401","2014","1",0,0,1,0,0,0,8.74,3.22,4207.3,63.01,15.52
"PI576418","2014","1",0,0,1,0,0,0,8.09,2.45,4092.1,69.8,11.64
"PI576422","2014","1",0,0,1,0,0,0,12.12,1.87,4079.3,70.16,12.42
"PI576425","2014","1",0,0,1,0,0,0,17.77,1.99,4180.7,64.86,13.64
"PI576426","2014","1",0,0,1,0,0,0,10.24,2.54,4125.5,69.42,12.1
"PI576428","2014","1",0,0,1,0,0,0,13.77,1.95,4130.6,67.54,13.32
"PI576434","2014","1",0,0,1,0,0,0,9.26,2.22,4076.2,67.41,11.85
"PI576435","2014","1",0,0,1,0,0,0,10.74,3.44,4220.2,65.99,14.62
"PI576437","2014","1",0,0,1,0,0,0,16.37,2.63,4135.1,65.48,12.75
"PI585291","2014","1",0,0,1,0,0,0,6.72,3.18,4165.8,65.13,13.91
"PI585295","2014","1",0,0,1,0,0,0,-4.51,2.83,4203.2,62,16.95
"PI595699","2014","1",0,0,1,0,0,0,10.47,2.5,4122.3,67.72,12.7
"PI595702","2014","1",0,0,1,0,0,0,16.95,2.82,4159.2,67.23,11.49
"PI595714","2014","1",0,0,1,0,0,0,11.13,2.3,4071,70.24,10.64
"PI595718","2014","1",0,0,1,0,0,0,13.25,2.61,4121.1,67.87,13.32
"PI595720","2014","1",0,0,1,0,0,0,9.97,2.05,4067.7,69.78,12.36
"PI595739","2014","1",0,0,1,0,0,0,11.38,2.99,4184.9,66.54,14.92
"PI595740","2014","1",0,0,1,0,0,0,14.62,3.28,4194.9,65.84,13.07
"PI595741","2014","1",0,0,1,0,0,0,9.87,2.73,4107.9,71.51,12.07
"PI595743","2014","1",0,0,1,0,0,0,12.24,3.07,4174.9,65.27,14.17
"PI595744","2014","1",0,0,1,0,0,0,12.57,2.38,4106.5,69.51,12.52
"PI595745","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI597945","2014","1",0,0,1,0,0,0,11.92,2.5,4126.9,67.36,13.84
"PI597946","2014","1",0,0,1,0,0,0,14.36,2.97,4201.8,67.09,14.16
"PI597949","2014","1",0,0,1,0,0,0,12.36,2.91,4181.8,67.55,15.37
"PI597950","2014","1",0,0,1,0,0,0,13.38,2.5,4070.4,71.75,11.01
"PI597951","2014","1",0,0,1,0,0,0,15.15,2.63,4177.4,66.74,15.32
"PI597952","2014","1",0,0,1,0,0,0,16.75,2.43,4158.7,68.44,13.95
"PI597957","2014","1",0,0,1,0,0,0,10.66,2.36,4108.6,69.51,12.94
"PI597958","2014","1",0,0,1,0,0,0,15.64,3.53,4252.6,65.02,15.22
"PI597960","2014","1",0,0,1,0,0,0,13.58,2.61,4170.4,67.16,15.3
"PI597961","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI597964","2014","1",0,0,1,0,0,0,12.88,2.39,4137,67.2,12.68
"PI597965","2014","1",0,0,1,0,0,0,14.78,1.52,4061.8,68.9,11.49
"PI597966","2014","1",0,0,1,0,0,0,17.49,1.89,4082,69.76,10.48
"PI597967","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
"PI597968","2014","1",0,0,1,0,0,0,17.22,2.72,4193.6,66.99,14.24
"PI597971","2014","1",0,0,1,0,0,0,17.26,2.66,4211.1,64.96,15.14
"PI597972","2014","1",0,0,1,0,0,0,11.59,2.64,4133.9,67.94,12.62
"PI597973","2014","1",0,0,1,0,0,0,13.91,2.69,4185.7,65.47,14.7
"PI597976","2014","1",0,0,1,0,0,0,NA,NA,NA,NA,NA
