"Taxa","Year","Rep","r1","r2","r3","r4","r5","r6","Amylose","Fat","Cal.g","Starch","Protein"
"PI576130","2014","2",0,0,0,1,0,0,14.28,2.34,4064.7,70.23,11.11
"PI576332","2014","2",0,0,0,1,0,0,16.55,2.78,4163.8,67.46,13.12
"PI576333","2014","2",0,0,0,1,0,0,9.88,2.77,4071.5,72.58,9.5
"PI576339","2014","2",0,0,0,1,0,0,11.1,2.88,4145.8,69.6,14.07
"PI576340","2014","2",0,0,0,1,0,0,9.62,2.56,4095.1,71.07,11.67
"PI576345","2014","2",0,0,0,1,0,0,15.68,2.55,4131.4,70.84,11.8
"PI576347","2014","2",0,0,0,1,0,0,13.92,3.88,4189.7,68.22,11.92
"PI576348","2014","2",0,0,0,1,0,0,15.4,4.2,4266.2,66.99,13.96
"PI576349","2014","2",0,0,0,1,0,0,19.64,3.56,4264.9,64.01,14.39
"PI576350","2014","2",0,0,0,1,0,0,14,3.39,4179.7,69.89,11.12
"PI576352","2014","2",0,0,0,1,0,0,14.57,2.89,4188,67.34,14.56
"PI576359","2014","2",0,0,0,1,0,0,12.53,3.83,4208.2,68.95,13.28
"PI576364","2014","2",0,0,0,1,0,0,17.36,2.31,4102,68.98,10.72
"PI576366","2014","2",0,0,0,1,0,0,14.09,2.35,4199.3,62.83,15.79
"PI576373","2014","2",0,0,0,1,0,0,15.79,2.23,4100.3,70.43,12.62
"PI576375","2014","2",0,0,0,1,0,0,10.24,2.16,4090.5,70.68,11.65
"PI576376","2014","2",0,0,0,1,0,0,11.45,2.8,4137.4,69.41,13.39
"PI576380","2014","2",0,0,0,1,0,0,11.29,2.17,4110.8,69.24,14.14
"PI576381","2014","2",0,0,0,1,0,0,14.37,2.47,4158.1,70.34,12.7
"PI576385","2014","2",0,0,0,1,0,0,11.61,2.6,4115.1,68.88,12.7
"PI576386","2014","2",0,0,0,1,0,0,11.97,3.09,4164.7,67.72,11.83
"PI576387","2014","2",0,0,0,1,0,0,14.31,2.53,4144.9,69.95,13.67
"PI576390","2014","2",0,0,0,1,0,0,8.96,2.13,4072.3,67.3,12.37
"PI576391","2014","2",0,0,0,1,0,0,11.08,3.17,4135.8,70.6,10.3
"PI576393","2014","2",0,0,0,1,0,0,14,2.49,4117.1,69.54,11.65
"PI576394","2014","2",0,0,0,1,0,0,13.78,3.33,4213.4,67.04,15.37
"PI576396","2014","2",0,0,0,1,0,0,12.8,2.42,4156.1,65.84,13.23
"PI576399","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI576401","2014","2",0,0,0,1,0,0,11.15,2.92,4168.8,67.26,14.78
"PI576418","2014","2",0,0,0,1,0,0,13.44,2.09,4084.2,71.64,12.05
"PI576422","2014","2",0,0,0,1,0,0,12.11,2.07,4071.1,70.86,12.72
"PI576425","2014","2",0,0,0,1,0,0,15.41,2.1,4151.5,65.49,12.6
"PI576426","2014","2",0,0,0,1,0,0,10.33,2.13,4100.6,68.34,12.33
"PI576428","2014","2",0,0,0,1,0,0,16.3,2.42,4160.5,67.23,15.08
"PI576434","2014","2",0,0,0,1,0,0,11.48,1.95,4066.7,69.76,12.65
"PI576435","2014","2",0,0,0,1,0,0,13.45,2.87,4117.9,70.27,12.25
"PI576437","2014","2",0,0,0,1,0,0,10.57,3.08,4101.1,70.24,11.52
"PI585291","2014","2",0,0,0,1,0,0,3.6,2.8,4105.1,69.07,11.23
"PI585295","2014","2",0,0,0,1,0,0,0.02,2.76,4173.9,63.09,15.85
"PI595699","2014","2",0,0,0,1,0,0,12.81,2.3,4094.8,70.61,12.38
"PI595702","2014","2",0,0,0,1,0,0,15.38,3.13,4155.1,67.27,10.45
"PI595714","2014","2",0,0,0,1,0,0,14.5,2.5,4087.5,69.35,10.94
"PI595718","2014","2",0,0,0,1,0,0,11,2.49,4076,68.5,12.61
"PI595720","2014","2",0,0,0,1,0,0,12.05,3,4110.2,70.16,10.65
"PI595739","2014","2",0,0,0,1,0,0,10.77,3.01,4131.5,66.42,13.97
"PI595740","2014","2",0,0,0,1,0,0,15.28,3.07,4164.9,67.02,11.86
"PI595741","2014","2",0,0,0,1,0,0,11.35,3.31,4150.7,70.12,12.28
"PI595743","2014","2",0,0,0,1,0,0,13.26,3.33,4187.4,67.42,13.21
"PI595744","2014","2",0,0,0,1,0,0,9.86,2.37,4088.3,70.5,11.38
"PI595745","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI597945","2014","2",0,0,0,1,0,0,10.86,2.58,4106.9,67.54,12.88
"PI597946","2014","2",0,0,0,1,0,0,14.58,3.24,4178.1,67.63,13.34
"PI597949","2014","2",0,0,0,1,0,0,10.36,3.13,4137.3,67.66,14.18
"PI597950","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI597951","2014","2",0,0,0,1,0,0,14.33,2.2,4107,69.63,12
"PI597952","2014","2",0,0,0,1,0,0,14.37,2.37,4133.8,70.78,13.32
"PI597957","2014","2",0,0,0,1,0,0,12.09,2.69,4126.6,70.2,12.95
"PI597958","2014","2",0,0,0,1,0,0,14.87,3.06,4187.1,66.67,14.56
"PI597960","2014","2",0,0,0,1,0,0,9.09,2.38,4126.9,68.29,14.06
"PI597961","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI597964","2014","2",0,0,0,1,0,0,14.21,2.16,4105.6,66.67,12.87
"PI597965","2014","2",0,0,0,1,0,0,15.82,1.58,4052.9,68.59,12
"PI597966","2014","2",0,0,0,1,0,0,14.23,2.45,4094,70.21,10.02
"PI597967","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI597968","2014","2",0,0,0,1,0,0,13.23,2.76,4171.6,68.95,12.7
"PI597971","2014","2",0,0,0,1,0,0,11.66,2.96,4181.8,64.94,16.08
"PI597972","2014","2",0,0,0,1,0,0,8.31,2.73,4140.7,66.84,13.12
"PI597973","2014","2",0,0,0,1,0,0,14.88,2.91,4140.6,67.19,13.56
"PI597976","2014","2",0,0,0,1,0,0,8.43,3.15,4154.8,68.16,13.61
"PI597980","2014","2",0,0,0,1,0,0,12.8,3.1,4134.1,69.56,12.6
"PI597982","2014","2",0,0,0,1,0,0,16.38,2.38,4119.9,69.42,11.36
"PI598069","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI598070","2014","2",0,0,0,1,0,0,11.32,3.35,4179.2,67.59,12.67
"PI601816","2014","2",0,0,0,1,0,0,10.71,2,4076.1,71.19,12.96
"PI607931","2014","2",0,0,0,1,0,0,10.46,2.54,4060.1,71.72,10.46
"PI609456","2014","2",0,0,0,1,0,0,8.68,2.85,4197.8,66.17,16.69
"PI613536","2014","2",0,0,0,1,0,0,9.44,2.62,4122.4,69.01,12.77
"PI629034","2014","2",0,0,0,1,0,0,14.89,3.09,4163.6,70.02,12.96
"PI629040","2014","2",0,0,0,1,0,0,6.92,2.74,4086.8,70.09,11.53
"PI629059","2014","2",0,0,0,1,0,0,11.48,2.47,4091.2,70.54,11.62
"PI641824","2014","2",0,0,0,1,0,0,15.46,3.9,4229.8,65.88,12.84
"PI641836","2014","2",0,0,0,1,0,0,12.94,3.91,4219.5,66.37,11.45
"PI641849","2014","2",0,0,0,1,0,0,12.68,4.29,4257.3,64.38,13.82
"PI641874","2014","2",0,0,0,1,0,0,9.94,2.13,4089.6,66.09,13.76
"PI642791","2014","2",0,0,0,1,0,0,15.68,2.31,4129.3,68.28,12.76
"PI642793","2014","2",0,0,0,1,0,0,15.71,1.95,4087.3,71.52,12.46
"PI642992","2014","2",0,0,0,1,0,0,14.41,2.94,4133.1,70.56,11.54
"PI642998","2014","2",0,0,0,1,0,0,6.62,2.77,4199.7,57.79,13.65
"PI651492","2014","2",0,0,0,1,0,0,12.12,3.02,4113.4,68.33,10.6
"PI651496","2014","2",0,0,0,1,0,0,9.26,2.93,4105.4,64,12.79
"PI653616","2014","2",0,0,0,1,0,0,12.31,2.92,4154.8,66.72,12.18
"PI653617","2014","2",0,0,0,1,0,0,14.72,4.01,4235.8,66.32,12.99
"PI655970","2014","2",0,0,0,1,0,0,15.29,2.79,4161.2,68.52,13.79
"PI655971","2014","2",0,0,0,1,0,0,-0.66,2.99,4096.5,67.51,12.04
"PI655972","2014","2",0,0,0,1,0,0,9.85,3.51,4141.2,71.37,11.69
"PI655973","2014","2",0,0,0,1,0,0,9.76,3.1,4143.9,67.27,12.91
"PI655974","2014","2",0,0,0,1,0,0,14.61,2.56,4088.6,71.82,11.54
"PI655975","2014","2",0,0,0,1,0,0,12.7,2.51,4101.6,72.08,11.37
"PI655976","2014","2",0,0,0,1,0,0,8.64,3,4116.2,68.6,12.11
"PI655977","2014","2",0,0,0,1,0,0,13.56,1.74,4066,70.97,12.36
"PI655978","2014","2",0,0,0,1,0,0,9.04,2.64,4098.9,69.03,11.75
"PI655980","2014","2",0,0,0,1,0,0,18.3,2.75,4155.9,68.24,12.02
"PI655981","2014","2",0,0,0,1,0,0,15.07,3.27,4160.2,66.71,13.37
"PI655982","2014","2",0,0,0,1,0,0,12.6,2.72,4125.3,70.52,12.32
"PI655983","2014","2",0,0,0,1,0,0,13.82,2.92,4162.2,69.19,12.31
"PI655984","2014","2",0,0,0,1,0,0,14.38,2.12,4110.7,70.48,13.14
"PI655985","2014","2",0,0,0,1,0,0,11.95,2.56,4114.4,70.64,12.42
"PI655986","2014","2",0,0,0,1,0,0,12.48,3.25,4132.4,66.98,13.16
"PI655987","2014","2",0,0,0,1,0,0,13.14,2.52,4121.4,71.24,12.55
"PI655988","2014","2",0,0,0,1,0,0,12.76,2.29,4063.9,71.65,11.06
"PI655989","2014","2",0,0,0,1,0,0,13.71,3.26,4192.6,66.31,14.38
"PI655990","2014","2",0,0,0,1,0,0,12.61,2.19,4078.3,71.64,11.52
"PI655991","2014","2",0,0,0,1,0,0,13.63,1.9,4062.4,72.34,12.15
"PI655992","2014","2",0,0,0,1,0,0,13.55,2.39,4095.6,71.7,12.17
"PI655993","2014","2",0,0,0,1,0,0,13.68,1.94,4052.5,73.4,10.71
"PI655994","2014","2",0,0,0,1,0,0,10.87,3.15,4124.5,68.04,11.33
"PI655995","2014","2",0,0,0,1,0,0,9.16,3.8,4264.6,59.92,15.41
"PI655996","2014","2",0,0,0,1,0,0,12.05,2.75,4156.3,70.13,12.41
"PI655997","2014","2",0,0,0,1,0,0,10.86,2.4,4109.5,71.15,13.57
"PI655998","2014","2",0,0,0,1,0,0,13.58,1.67,4043.1,72.22,11.31
"PI655999","2014","2",0,0,0,1,0,0,13.46,3.13,4185.5,68.16,12.32
"PI656000","2014","2",0,0,0,1,0,0,13.54,2.89,4137.3,68.9,12.72
"PI656001","2014","2",0,0,0,1,0,0,7.95,2.7,4117.9,69.79,12.38
"PI656002","2014","2",0,0,0,1,0,0,12.01,1.99,4055.7,74.33,10.94
"PI656003","2014","2",0,0,0,1,0,0,12.24,2.91,4126.8,70.03,10.13
"PI656004","2014","2",0,0,0,1,0,0,11.11,2.32,4127.4,67.78,14.27
"PI656005","2014","2",0,0,0,1,0,0,15.36,3.1,4166.1,67.47,13.87
"PI656006","2014","2",0,0,0,1,0,0,14.67,2.58,4110,70.85,11.8
"PI656007","2014","2",0,0,0,1,0,0,12.56,3.27,4178.9,69.91,13.21
"PI656008","2014","2",0,0,0,1,0,0,12.02,2.45,4091.5,70.57,11.49
"PI656009","2014","2",0,0,0,1,0,0,10.23,2.11,4111.3,65.41,14.14
"PI656010","2014","2",0,0,0,1,0,0,10.14,2.69,4124.6,69.87,11.63
"PI656011","2014","2",0,0,0,1,0,0,9.51,2.73,4119.9,68.99,12.34
"PI656012","2014","2",0,0,0,1,0,0,10.61,2.56,4096.5,70.87,11.73
"PI656013","2014","2",0,0,0,1,0,0,11.92,3.73,4175.2,67.69,11.49
"PI656014","2014","2",0,0,0,1,0,0,11.14,4.84,4281.4,62.25,13.64
"PI656015","2014","2",0,0,0,1,0,0,11.53,2.81,4126.4,68.39,12.75
"PI656016","2014","2",0,0,0,1,0,0,9.41,2.88,4077,70.01,9.83
"PI656017","2014","2",0,0,0,1,0,0,7.91,2.22,4074.1,71.41,11.95
"PI656018","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI656019","2014","2",0,0,0,1,0,0,13.23,2.49,4126,68.91,13.06
"PI656020","2014","2",0,0,0,1,0,0,6.28,2.72,4106.6,69.39,12.56
"PI656021","2014","2",0,0,0,1,0,0,14.21,2.71,4148.2,70.91,12.74
"PI656022","2014","2",0,0,0,1,0,0,1.18,3.15,4132.9,70.85,11.65
"PI656023","2014","2",0,0,0,1,0,0,11.09,2.59,4094.7,72.38,11.72
"PI656024","2014","2",0,0,0,1,0,0,12.32,2.47,4122.6,67.52,12.97
"PI656025","2014","2",0,0,0,1,0,0,12.92,3.93,4229.3,65.79,12.99
"PI656026","2014","2",0,0,0,1,0,0,9.51,1.93,4044.3,71.49,10.55
"PI656027","2014","2",0,0,0,1,0,0,11.39,2.24,4099.5,69.64,13.4
"PI656028","2014","2",0,0,0,1,0,0,12.02,1.89,4024.8,71.98,10.6
"PI656029","2014","2",0,0,0,1,0,0,8.53,4.67,4237,66.54,11.45
"PI656030","2014","2",0,0,0,1,0,0,3.41,2.53,4092.8,65.46,13.96
"PI656031","2014","2",0,0,0,1,0,0,13.24,1.28,4014.8,73.28,12.14
"PI656032","2014","2",0,0,0,1,0,0,12.69,2.96,4113.4,71.53,11.18
"PI656033","2014","2",0,0,0,1,0,0,11.09,2.19,4085.9,68.75,11.91
"PI656034","2014","2",0,0,0,1,0,0,10.34,2.38,4076.4,72.17,11.53
"PI656035","2014","2",0,0,0,1,0,0,12.63,3.04,4128,68.89,12.68
"PI656036","2014","2",0,0,0,1,0,0,12.33,2.16,4057.7,70.76,11.21
"PI656037","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI656038","2014","2",0,0,0,1,0,0,16.02,3.11,4143.4,68.85,10.78
"PI656039","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI656040","2014","2",0,0,0,1,0,0,8.79,1.97,4054.6,68.34,12.33
"PI656041","2014","2",0,0,0,1,0,0,12.44,2.57,4112.3,70.21,13.04
"PI656043","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI656044","2014","2",0,0,0,1,0,0,10.1,2.05,4038.7,71.35,10.61
"PI656046","2014","2",0,0,0,1,0,0,13.76,3.35,4175.3,68.7,12.59
"PI656047","2014","2",0,0,0,1,0,0,7.12,2.43,4074.3,71.92,11.22
"PI656048","2014","2",0,0,0,1,0,0,11.53,2.5,4067.5,72.21,11.25
"PI656049","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI656050","2014","2",0,0,0,1,0,0,11.58,2.68,4114.8,68.45,12.36
"PI656051","2014","2",0,0,0,1,0,0,13.39,2.79,4109.7,68.8,11.2
"PI656052","2014","2",0,0,0,1,0,0,10.68,2.63,4091.3,70.7,11.53
"PI656053","2014","2",0,0,0,1,0,0,9.54,2.55,4088.5,70.72,11.72
"PI656054","2014","2",0,0,0,1,0,0,10,3.03,4134,70.64,11.92
"PI656055","2014","2",0,0,0,1,0,0,13.98,2.52,4114.3,70.59,12.04
"PI656056","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI656057","2014","2",0,0,0,1,0,0,12.01,2.39,4097.8,69.82,11.64
"PI656058","2014","2",0,0,0,1,0,0,12.56,2.7,4105.3,72.59,10.64
"PI656059","2014","2",0,0,0,1,0,0,12.44,2.61,4093.1,70.17,11.6
"PI656060","2014","2",0,0,0,1,0,0,12.39,2.58,4105.8,69.14,11.65
"PI656061","2014","2",0,0,0,1,0,0,12.1,3.62,4191.5,67.96,12.79
"PI656062","2014","2",0,0,0,1,0,0,10.72,2.75,4142,66.76,13.52
"PI656063","2014","2",0,0,0,1,0,0,13.12,2.83,4133.5,70.92,12.41
"PI656065","2014","2",0,0,0,1,0,0,14.07,2.4,4142.6,71.69,14.32
"PI656066","2014","2",0,0,0,1,0,0,11.04,2.9,4192,66.26,15.4
"PI656068","2014","2",0,0,0,1,0,0,10.3,2.15,4036,74.29,11.15
"PI656069","2014","2",0,0,0,1,0,0,12.89,2.49,4152.4,67.22,14.59
"PI656070","2014","2",0,0,0,1,0,0,13.12,2.35,4106.7,69.28,12.79
"PI656071","2014","2",0,0,0,1,0,0,12.57,2.58,4098.5,69.4,10.67
"PI656072","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI656074","2014","2",0,0,0,1,0,0,15.21,3.62,4187.9,69.57,11.65
"PI656075","2014","2",0,0,0,1,0,0,12.91,2.48,4100,68.47,12.47
"PI656076","2014","2",0,0,0,1,0,0,14.28,2.45,4117,68.4,13.65
"PI656077","2014","2",0,0,0,1,0,0,10,2.98,4181.6,64.8,16.18
"PI656078","2014","2",0,0,0,1,0,0,13.63,3.73,4270.1,65.6,16.99
"PI656079","2014","2",0,0,0,1,0,0,13.47,3.52,4170.2,68.86,13
"PI656080","2014","2",0,0,0,1,0,0,11.67,1.91,4057.4,71.71,11.95
"PI656082","2014","2",0,0,0,1,0,0,12.06,2.34,4146.1,68.46,12.79
"PI656083","2014","2",0,0,0,1,0,0,12.53,2.13,4061.5,72.82,11.7
"PI656085","2014","2",0,0,0,1,0,0,10.92,2.86,4093.4,67.77,12.07
"PI656086","2014","2",0,0,0,1,0,0,14.36,3.08,4170.2,67.08,12.85
"PI656087","2014","2",0,0,0,1,0,0,9.71,3.02,4135.4,66.54,13.67
"PI656088","2014","2",0,0,0,1,0,0,13.38,1.83,4059.3,72.7,12.28
"PI656089","2014","2",0,0,0,1,0,0,11.77,3.52,4186.4,69.02,13.34
"PI656090","2014","2",0,0,0,1,0,0,12.89,4.56,4260.5,65.05,13.17
"PI656091","2014","2",0,0,0,1,0,0,10.49,2.19,4086.5,68.21,13.66
"PI656092","2014","2",0,0,0,1,0,0,8.84,3.36,4176.5,66.47,13.14
"PI656093","2014","2",0,0,0,1,0,0,10.72,3.24,4146.1,70.83,12.81
"PI656094","2014","2",0,0,0,1,0,0,10.53,3.68,4186.7,67.12,12.41
"PI656095","2014","2",0,0,0,1,0,0,11.05,1.08,3952.2,74.19,9.63
"PI656096","2014","2",0,0,0,1,0,0,11.98,2.17,4089.5,71.08,12.28
"PI656097","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI656098","2014","2",0,0,0,1,0,0,12.52,2.97,4135.3,65.82,12.99
"PI656099","2014","2",0,0,0,1,0,0,12.79,2.36,4081.5,72.42,11.83
"PI656100","2014","2",0,0,0,1,0,0,8.82,3.54,4209.3,67.85,14.15
"PI656101","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI656102","2014","2",0,0,0,1,0,0,11.54,2.36,4082.3,70.75,11.22
"PI656103","2014","2",0,0,0,1,0,0,9.78,2.9,4100.4,69.92,9.96
"PI656104","2014","2",0,0,0,1,0,0,16.76,3.44,4194.9,69.31,12.55
"PI656105","2014","2",0,0,0,1,0,0,18.1,1.51,4064.3,70.54,10.85
"PI656107","2014","2",0,0,0,1,0,0,11.73,2.89,4135,69.11,12.24
"PI656108","2014","2",0,0,0,1,0,0,8.85,2.77,4160.9,64.62,16.21
"PI656109","2014","2",0,0,0,1,0,0,10.32,2.83,4194.2,60,15.74
"PI656110","2014","2",0,0,0,1,0,0,13.01,3.35,4240.5,61.42,15.64
"PI656111","2014","2",0,0,0,1,0,0,12.12,3.44,4182.7,69.99,12.89
"PI656112","2014","2",0,0,0,1,0,0,-3.75,2.66,4097.8,69.68,12.61
"PI656113","2014","2",0,0,0,1,0,0,9.94,6.4,4416.2,61.99,14.77
"PI656114","2014","2",0,0,0,1,0,0,10.87,2.47,4120.6,69.57,13.17
"PI656115","2014","2",0,0,0,1,0,0,12.29,2.91,4172.1,68.55,15.36
"PI656116","2014","2",0,0,0,1,0,0,13.27,2.9,4122,67.95,12.26
"PI656117","2014","2",0,0,0,1,0,0,NA,NA,NA,NA,NA
"PI656118","2014","2",0,0,0,1,0,0,11.57,3.12,4169,65.54,12.68
"PI656119","2014","2",0,0,0,1,0,0,16.24,2.08,4089.7,72.05,12.63
"PI656120","2014","2",0,0,0,1,0,0,10.99,2.44,4088.1,70.37,11.55
"PI656121","2014","2",0,0,0,1,0,0,15.04,2.75,4143.7,68.72,12.54
"PI659691","2014","2",0,0,0,1,0,0,9.07,2.15,4042.6,71.65,10.61
"PI659695","2014","2",0,0,0,1,0,0,10.3,2.81,4144.4,69.28,11.88
"PI659696","2014","2",0,0,0,1,0,0,12.91,2.2,4097.8,68.01,12.41
"PI659753","2014","2",0,0,0,1,0,0,9.75,2.65,4070.4,72.12,10.93
"PI152651","2017","1",0,0,0,0,1,0,14.7,2.83,4053.92,64.45,12.33
"PI17548","2017","1",0,0,0,0,1,0,16.91,2.68,4199.63,63.74,12.23
"PI24969","2017","1",0,0,0,0,1,0,10.9,2.21,4032.99,69.65,11.55
"PI329435","2017","1",0,0,0,0,1,0,12.4,1.96,4065.89,70.61,11.11
"PI329440","2017","1",0,0,0,0,1,0,18.54,2.29,4112.56,69.2,11.64
"PI34911","2017","1",0,0,0,0,1,0,13.02,1.65,3990.02,72.3,9.02
"PI35038","2017","1",0,0,0,0,1,0,15.76,1.92,4082.86,68.46,9.5
"PI533750","2017","1",0,0,0,0,1,0,21.86,2.11,4141.92,67.95,12.69
"PI533752","2017","1",0,0,0,0,1,0,11.57,2.19,4090.65,68.28,10.58
"PI533754","2017","1",0,0,0,0,1,0,16.64,2.8,4168.06,64.36,13.5
"PI533755","2017","1",0,0,0,0,1,0,13.24,2.71,4074.27,66.15,12.32
"PI533757","2017","1",0,0,0,0,1,0,9.44,1.7,4056.62,67.58,11.86
"PI533758","2017","1",0,0,0,0,1,0,11.32,2.09,4057.33,66.73,11.73
"PI533760","2017","1",0,0,0,0,1,0,15.16,2.39,4074.47,69.53,11.96
"PI533761","2017","1",0,0,0,0,1,0,10.29,2.04,4044.8,70.33,10.28
"PI533762","2017","1",0,0,0,0,1,0,13.98,1.85,4066.11,67.86,12.23
"PI533766","2017","1",0,0,0,0,1,0,14.49,2.64,4069.38,70.36,9.82
"PI533769","2017","1",0,0,0,0,1,0,10.84,2.99,4181.48,66.31,13.47
"PI533776","2017","1",0,0,0,0,1,0,8.73,1.71,4062.9,69.32,12.73
"PI533785","2017","1",0,0,0,0,1,0,13.24,2.61,4128.07,68.9,11.86
"PI533788","2017","1",0,0,0,0,1,0,15.14,2.1,4093.63,64.21,13.12
"PI533789","2017","1",0,0,0,0,1,0,12.08,1.96,4013.2,73.24,7.82
"PI533792","2017","1",0,0,0,0,1,0,15.61,1.97,4086.91,69.02,12.96
"PI533794","2017","1",0,0,0,0,1,0,12.97,1.36,4008.3,72.13,10.52
"PI533799","2017","1",0,0,0,0,1,0,18.53,1.86,4115.86,67.99,12.64
"PI533800","2017","1",0,0,0,0,1,0,15.44,2.2,4092.47,66.08,12.1
"PI533807","2017","1",0,0,0,0,1,0,10.37,2.47,4048.02,70.27,10.03
"PI533810","2017","1",0,0,0,0,1,0,12.64,2.34,4061.06,69.7,10.51
"PI533814","2017","1",0,0,0,0,1,0,10.15,1.84,4103.07,68.95,12.21
"PI533821","2017","1",0,0,0,0,1,0,10.87,2.49,4072.63,65.42,11.7
"PI533822","2017","1",0,0,0,0,1,0,12.26,2.17,4078.97,70.33,11.48
"PI533824","2017","1",0,0,0,0,1,0,9.78,3.42,4155.67,62.23,13.28
"PI533830","2017","1",0,0,0,0,1,0,13.01,2.19,4046.46,69.49,9.16
"PI533831","2017","1",0,0,0,0,1,0,16.43,2.37,4073.92,66.57,12.66
"PI533833","2017","1",0,0,0,0,1,0,15.39,1.55,4080.14,66.28,12.15
"PI533839","2017","1",0,0,0,0,1,0,16.79,1.67,4053.68,70.8,11
"PI533841","2017","1",0,0,0,0,1,0,14.29,2.46,4027.13,67.85,11.43
"PI533842","2017","1",0,0,0,0,1,0,15.64,2.21,4077.43,68.51,11.98
"PI533843","2017","1",0,0,0,0,1,0,14.65,1.68,4077.91,70.86,11.96
"PI533845","2017","1",0,0,0,0,1,0,13.45,1.9,4045.78,71.61,10.54
"PI533852","2017","1",0,0,0,0,1,0,14.25,3.13,4153.13,66.63,12.71
"PI533855","2017","1",0,0,0,0,1,0,13.56,1.95,4102.7,69.5,12.66
"PI533856","2017","1",0,0,0,0,1,0,10.89,2.02,4060.77,68.79,12.17
"PI533863","2017","1",0,0,0,0,1,0,13.82,2.08,4102.19,69.07,12.28
"PI533866","2017","1",0,0,0,0,1,0,16.87,2.39,4119.51,69.95,12.37
"PI533869","2017","1",0,0,0,0,1,0,13.26,2.02,4017.87,72.81,9.07
"PI533871","2017","1",0,0,0,0,1,0,14.78,1.2,4042.04,71.99,10.79
"PI533876","2017","1",0,0,0,0,1,0,13.63,2.41,4014.02,69.89,9.5
"PI533877","2017","1",0,0,0,0,1,0,18.94,2.16,4070.9,67.21,11.85
"PI533882","2017","1",0,0,0,0,1,0,15.79,2.75,4071.45,69.47,10.41
"PI533901","2017","1",0,0,0,0,1,0,16.3,1.48,4022.54,62.22,9.8
"PI533902","2017","1",0,0,0,0,1,0,14.9,2.37,4145.11,65.72,12.75
"PI533903","2017","1",0,0,0,0,1,0,15.8,2.91,4156,66.59,11.85
"PI533910","2017","1",0,0,0,0,1,0,11.5,2.42,4138.87,66.78,11.83
"PI533911","2017","1",0,0,0,0,1,0,23.46,2.56,4150.76,66.34,13.49
"PI533913","2017","1",0,0,0,0,1,0,13.46,2.94,4175.99,66.54,10.86
"PI533915","2017","1",0,0,0,0,1,0,11.68,2.33,4106.66,69.79,13.13
"PI533919","2017","1",0,0,0,0,1,0,6.95,2.01,4137.54,64.83,12.74
"PI533927","2017","1",0,0,0,0,1,0,18.23,2,4162.64,62.41,13.11
"PI533936","2017","1",0,0,0,0,1,0,10.09,2.24,4122.61,65.33,12.37
"PI533936","2017","1",0,0,0,0,1,0,13.14,1.72,4057.64,69.77,10.65
"PI533937","2017","1",0,0,0,0,1,0,13.43,2.7,4108.53,68.74,10.99
"PI533938","2017","1",0,0,0,0,1,0,11.22,1.99,4040.48,69.76,10.61
"PI533939","2017","1",0,0,0,0,1,0,10.55,2.43,4061.22,68.76,9.95
"PI533940","2017","1",0,0,0,0,1,0,11.42,1.46,4094.16,69.18,13.15
"PI533943","2017","1",0,0,0,0,1,0,16.33,2.08,4166.21,66.95,14.79
"PI533948","2017","1",0,0,0,0,1,0,17.61,2.26,4047.85,71.69,8.96
"PI533949","2017","1",0,0,0,0,1,0,14.33,3.18,4128.08,66.29,11.74
"PI533955","2017","1",0,0,0,0,1,0,11.58,2.35,4147.26,65.46,11.96
"PI533956","2017","1",0,0,0,0,1,0,17.43,3.17,4149.51,69.21,9.35
"PI533957","2017","1",0,0,0,0,1,0,11.07,1.38,4079.2,67.02,12.16
"PI533961","2017","1",0,0,0,0,1,0,11.25,2.08,4067.08,68.53,9.6
"PI533962","2017","1",0,0,0,0,1,0,13.91,1.37,3966.79,70.96,8.3
"PI533964","2017","1",0,0,0,0,1,0,23.35,3.16,4200.42,65.68,12.53
"PI533965","2017","1",0,0,0,0,1,0,13.58,1.48,4029.96,67.45,10.58
"PI533967","2017","1",0,0,0,0,1,0,13.22,1.93,4119.57,67.9,12.21
"PI533970","2017","1",0,0,0,0,1,0,14.01,2.04,4097.89,67.42,12.56
"PI533972","2017","1",0,0,0,0,1,0,12.16,1.73,4042.41,69.38,9.68
"PI533979","2017","1",0,0,0,0,1,0,21.43,2.34,4117.63,71.03,11.79
"PI533980","2017","1",0,0,0,0,1,0,13.79,2.72,4146.15,68.25,12.28
"PI533985","2017","1",0,0,0,0,1,0,15.28,1.88,4070.86,70.88,9.83
